пригорок_NOUN,hillock
отключать_VERB,disconnect
захотеть_VERB,want
болезнь_NOUN,disease
рыжеватый_ADJ,reddish
отдельный_ADJ,separate
одерживать_VERB,obsess
претендент_NOUN,challenger
баня_NOUN,bath
таможня_NOUN,customs
малютка_NOUN,baby
бессовестный_ADJ,unscrupulous
фишка_NOUN,chip
бессмертный_ADJ,immortal
теневой_ADJ,shady
художественно_ADV,artistically
танковый_ADJ,tank
святой_NOUN,Saint
ввп_NOUN,gdp
неразрешимый_ADJ,insoluble
хранилище_NOUN,repository
заповедник_NOUN,reserve
разгул_NOUN,binge
мешочек_NOUN,pouch
тон_NOUN,tone
бутылочка_NOUN,bottle
як_NOUN,yak
медведь_NOUN,bear
щадить_VERB,spare
опасаться_VERB,fear
жилище_NOUN,dwelling
почерпать_VERB,glean
успех_NOUN,success
размножаться_VERB,multiply
конечный_ADJ,finite
роща_NOUN,grove
конек_NOUN,skate
немногий_DET,few
бочонок_NOUN,barrel
бар_NOUN,bar
неведение_NOUN,ignorance
закружиться_VERB,whirl
некрасивый_ADJ,ugly
лежать_VERB,lie
невероятный_ADJ,incredible
мозг_NOUN,brain
листовка_NOUN,leaflet
изнеможение_NOUN,exhaustion
укореняться_VERB,root
овация_NOUN,ovation
старт_NOUN,start
авиационный_ADJ,aviation
почка_NOUN,bud
северный_ADJ,northern
сыпаться_VERB,crumble
дальность_NOUN,range
замечательно_ADV,great
где-то_ADV,somewhere
оригинальность_NOUN,originality
выстрел_NOUN,shot
смесь_NOUN,mixture
мышца_NOUN,muscle
пересказывать_VERB,retell
потомок_NOUN,descendant
задний_ADJ,rear
знакомец_NOUN,acquaintance
спасибо_NOUN,thanks
княгиня_NOUN,princess
турция_NOUN,Turkey
гимн_NOUN,hymn
углеводород_NOUN,hydrocarbon
отделяться_VERB,secede
ворчать_VERB,grumble
визжать_VERB,screech
юбка_NOUN,skirt
птичий_ADJ,avian
партер_NOUN,parterre
индивидуум_NOUN,individual
яхта_NOUN,yacht
пожелание_NOUN,wish
утешать_VERB,comfort
мудрено_ADV,tricky
обвинитель_NOUN,prosecutor
торговец_NOUN,dealer
психиатрия_NOUN,psychiatry
достаточный_ADJ,sufficient
нрав_NOUN,disposition
рождество_NOUN,Christmas
герман_NOUN,Hermann
этап_NOUN,stage
разбегаться_VERB,scatter
покачать_VERB,wiggle
острый_ADJ,spicy
внушительный_ADJ,impressive
лаять_VERB,bark
кивать_VERB,nod
лежать_VERB,lie
юстиция_NOUN,justice
заведующий_NOUN,manager
державный_ADJ,sovereign
зачастую_ADV,often
ликовать_VERB,rejoice
сантиметр_NOUN,centimeter
бойня_NOUN,carnage
назад_ADV,back
мыть_VERB,wash
совместно_ADV,jointly
оплата_NOUN,payment
беднота_NOUN,poor
неотъемлемый_ADJ,integral
распятие_NOUN,crucifixion
товарищ_NOUN,comrade
созерцание_NOUN,contemplation
мозги_NOUN,brain
казацкий_ADJ,Cossack
обитание_NOUN,habitation
аул_NOUN,aul
бесцветный_ADJ,colorless
прямоугольный_ADJ,rectangular
устремляться_VERB,rush
вначале_ADV,initially
причастность_NOUN,involvement
перегородка_NOUN,partition
казахстан_NOUN,Kazakhstan
финн_NOUN,Finn
выдумка_NOUN,artifice
табачный_ADJ,tobacco
паспорт_NOUN,passport
набираться_VERB,recruit
содействовать_VERB,promote
благодарить_VERB,thank
плотность_NOUN,density
обещать_VERB,promise
любитель_NOUN,amateur
грустно_ADV,sad
пятнышко_NOUN,speck
скрещивать_VERB,cross
ход_NOUN,move
психический_ADJ,mental
пословица_NOUN,proverb
переть_VERB,shove
официантка_NOUN,waitress
немногое_PRON,little
торопливо_ADV,hastily
избирать_VERB,elect
спорный_ADJ,controversial
лежать_VERB,lie
мышление_NOUN,thinking
юмор_NOUN,humor
минимум_NOUN,minimum
окаянный_ADJ,accursed
тринадцать_NUM,thirteen
субъект_NOUN,subject
загородный_ADJ,country
удельный_ADJ,specific
регистрировать_VERB,register
ухватывать_VERB,grasp
репрессия_NOUN,repression
учет_NOUN,accounting
трос_NOUN,cable
исключать_VERB,exclude
иркутский_ADJ,Irkutsk
капать_VERB,drip
наличный_ADJ,spot
влияние_NOUN,influence
обивать_VERB,upholstery
самоубийство_NOUN,suicide
казарма_NOUN,barracks
рать_NOUN,host
погрешность_NOUN,error
торговый_ADJ,trade
тамошний_ADJ,there
предложение_NOUN,offer
сфера_NOUN,sphere
пересматривать_VERB,revise
регламент_NOUN,regulations
прииск_NOUN,mine
республиканский_ADJ,republican
амурский_ADJ,amur
пух_NOUN,fluff
тихо_ADV,quiet
ма_NOUN,ma
партизан_NOUN,partisan
целебный_ADJ,healing
взывать_VERB,cry
крестик_NOUN,cross
буде_CCONJ,will
снаряжение_NOUN,equipment
лебедев_NOUN,Lebedev
декарт_NOUN,cartesian
колонна_NOUN,Column
навигация_NOUN,navigation
глинистый_ADJ,clayey
просвет_NOUN,skylight
чин_NOUN,rank
романтик_NOUN,romantic
отказ_NOUN,refusal
оригинал_NOUN,original
перемирие_NOUN,truce
недоумевать_VERB,bewildered
обеспечиваться_VERB,secured
рявкнуть_VERB,bark
регистрировать_VERB,register
прекращение_NOUN,termination
аще_NOUN,if
тим_NOUN,Tim
равномерно_ADV,evenly
пробивать_VERB,punch
сознательно_ADV,consciously
вздыхать_VERB,sigh
помешательство_NOUN,madness
преддверие_NOUN,prelude
легальный_ADJ,legal
грязь_NOUN,dirt
счастливо_ADV,happily
страховой_ADJ,insurance
ирак_NOUN,Iraq
просвещенный_ADJ,enlightened
абажур_NOUN,shade
отлучаться_VERB,leave
мостик_NOUN,bridge
обидчик_NOUN,offender
дружественный_ADJ,friendly
поражать_VERB,hit
поверхностный_ADJ,surface
обманчивый_ADJ,deceptive
реактор_NOUN,reactor
вдоволь_ADV,enough
мерзлый_ADJ,frozen
проба_NOUN,try
близость_NOUN,closeness
созревать_VERB,ripen
уставлять_VERB,set
отеческий_ADJ,fatherly
напрягать_VERB,strain
реплика_NOUN,replica
люк_NOUN,Luke
северо-восток_NOUN,northeast
серега_NOUN,earring
калифорния_NOUN,California
смотритель_NOUN,caretaker
беспомощно_ADV,helplessly
нота_NOUN,note
баночка_NOUN,jar
внешне_ADV,externally
ас_NOUN,ace
параллель_NOUN,parallel
поручение_NOUN,assignment
курган_NOUN,mound
the_NOUN,the
свитер_NOUN,sweater
удивительный_ADJ,amazing
снижение_NOUN,decline
привозить_VERB,bring
инженерный_ADJ,engineering
испрашивать_VERB,solicit
выпивка_NOUN,binge
лазарь_NOUN,Lazarus
невыразимый_ADJ,inexpressible
жалкий_ADJ,pathetic
просто_PART,simply
распадаться_VERB,decay
холоп_NOUN,slave
мешок_NOUN,bag
испуг_NOUN,fright
инновационный_ADJ,innovative
благоустройство_NOUN,improvement
больница_NOUN,hospital
нынче_ADV,today
парад_NOUN,parade
дуть_VERB,blow
интеграция_NOUN,integration
использовать_VERB,use
кошелек_NOUN,purse
обязательный_ADJ,mandatory
раздор_NOUN,strife
сонно_ADV,sleepily
навык_NOUN,skill
почта_NOUN,mail
конус_NOUN,cone
невольно_ADV,involuntarily
тетрадка_NOUN,notebook
преданный_ADJ,devotee
егоров_NOUN,Egorov
универсальный_ADJ,universal
мобилизация_NOUN,mobilization
нотка_NOUN,note
сухой_ADJ,dry
ровный_ADJ,smooth
литься_VERB,pour
неторопливо_ADV,leisurely
осада_NOUN,siege
убранство_NOUN,decoration
уговаривать_VERB,persuade
устремление_NOUN,aspiration
крючок_NOUN,hook
неуместный_ADJ,irrelevant
победоносный_ADJ,victorious
фунт_NOUN,lb.
облигация_NOUN,bond
сохранение_NOUN,preservation
вмещать_VERB,accommodate
семантический_ADJ,semantic
см_NOUN,cm
лидер_NOUN,leader
престижный_ADJ,prestigious
восходящий_ADJ,ascending
фонд_NOUN,fund
эй_INTJ,Hey
ахнуть_VERB,gasp
замужем_ADV,married
сборник_NOUN,collection
детальный_ADJ,detailed
гряда_NOUN,ridge
опускаться_VERB,sink
забивать_VERB,hammer
флора_NOUN,Flora
закон_NOUN,law
пассаж_NOUN,passage
неожиданный_ADJ,unexpected
противостояние_NOUN,confrontation
ощутимый_ADJ,tangible
лихорадочный_ADJ,feverish
утомлять_VERB,tire
фауна_NOUN,fauna
ра_NOUN,ra
разбирательство_NOUN,trial
четверо_NUM,four
муниципальный_ADJ,municipal
ревностный_ADJ,zealous
обстоятельно_ADV,thoroughly
список_NOUN,list
нечаянный_ADJ,inadvertent
короче_ADV,shorter
аплодисменты_NOUN,applause
больной_ADJ,sick
пивной_ADJ,beer
томный_ADJ,languid
выписка_NOUN,discharge
всадник_NOUN,rider
гневно_ADV,angrily
достигать_VERB,achieve
квас_NOUN,kvass
койка_NOUN,bunk
довольно_ADV,enough
боря_NOUN,struggling
володя_NOUN,Volodya
заплатить_VERB,pay
окунаться_VERB,dip
сп_NOUN,cn
грандиозный_ADJ,grandiose
талия_NOUN,waist
позади_ADV,behind
стереотип_NOUN,stereotype
кашлянуть_VERB,cough
ура_INTJ,Hurrah
западный_ADJ,west
козлов_NOUN,goats
снятие_NOUN,withdrawal
переправлять_VERB,ferry
закон_NOUN,law
высылка_NOUN,expulsion
тринадцать_NUM,thirteen
нанесение_NOUN,application
озеров_NOUN,lakes
карманный_ADJ,pocket
навязчивый_ADJ,intrusive
ствол_NOUN,trunk
сечь_VERB,flog
углубляться_VERB,deepen
стоить_VERB,cost
семь_NUM,seven
произносить_VERB,pronounce
декрет_NOUN,decree
визг_NOUN,screeching
минус_NOUN,minus
сугроб_NOUN,snowdrift
чрез_ADP,through
по-прежнему_ADV,still
предместье_NOUN,suburb
восходящий_ADJ,ascending
отклоняться_VERB,deviate
спирт_NOUN,alcohol
балканский_ADJ,Balkan
перерезывать_VERB,cut
жемчуг_NOUN,pearl
доверие_NOUN,confidence
дама_NOUN,lady
прелесть_NOUN,charm
потащить_VERB,drag
салат_NOUN,salad
декларация_NOUN,declaration
проектирование_NOUN,design
немедленно_ADV,immediately
опорный_ADJ,supporting
знать_VERB,know
внутренность_NOUN,interior
живость_NOUN,liveliness
отравление_NOUN,poisoning
данте_NOUN,dante
беспристрастный_ADJ,candid
биографический_ADJ,biographical
хохот_NOUN,laughter
иезуит_NOUN,Jesuit
устой_NOUN,steady
столбик_NOUN,column
транспорт_NOUN,transport
мотив_NOUN,motive
воцаряться_VERB,reign
спутник_NOUN,satellite
бесцеремонный_ADJ,unceremonious
статистический_ADJ,statistical
погодя_ADV,afterwards
оскорблять_VERB,insult
многолетний_ADJ,perennial
промысел_NOUN,fishing
подземный_ADJ,underground
святый_ADJ,saint
эстонский_NOUN,Estonian
здоровье_NOUN,health
кубок_NOUN,cup
пересмотр_NOUN,revision
фотограф_NOUN,photographer
суворов_NOUN,Suvorov
прогноз_NOUN,forecast
академический_ADJ,academic
кожа_NOUN,leather
известность_NOUN,notoriety
жир_NOUN,fat
обл_NOUN,reg
микроскопический_ADJ,microscopic
наследство_NOUN,inheritance
пенсия_NOUN,pension
нетерпеливый_ADJ,impatient
превосходный_ADJ,excellent
перемещение_NOUN,moving
реальность_NOUN,reality
гром_NOUN,thunder
иркутск_NOUN,Irkutsk
выращивание_NOUN,cultivation
решительно_ADV,decisively
знание_NOUN,knowledge
референдум_NOUN,referendum
универсальный_ADJ,universal
дно_NOUN,bottom
публичный_ADJ,public
объявляться_VERB,declare
адекватный_ADJ,adequate
избирательный_ADJ,selective
приказывать_VERB,order
раскланиваться_VERB,bow
громить_VERB,thunder
француз_NOUN,Frenchman
африка_NOUN,Africa
биолог_NOUN,biologist
германец_NOUN,german
огненный_ADJ,fiery
конверт_NOUN,envelope
статус_NOUN,status
волнистый_ADJ,wavy
психика_NOUN,psyche
лихорадка_NOUN,fever
цветение_NOUN,bloom
подразумевать_VERB,mean
элемент_NOUN,element
теплый_ADJ,warm
майка_NOUN,undershirt
изрекать_VERB,utter
шура_NOUN,shura
пробуждать_VERB,wake
хам_NOUN,boor
кружева_NOUN,lace
слепо_ADV,blindly
крах_NOUN,crash
возрождение_NOUN,revival
содрогаться_VERB,shudder
даль_NOUN,distance
небо_NOUN,sky
вспыхивать_VERB,flash
размышление_NOUN,contemplation
библиотека_NOUN,library
пороховой_ADJ,gunpowder
голод_NOUN,hunger
володин_NOUN,Volodin
длинный_ADJ,long
сережка_NOUN,earring
коршун_NOUN,kite
матрас_NOUN,mattress
влага_NOUN,moisture
сверкающий_ADJ,sparkling
изящно_ADV,gracefully
ширма_NOUN,screen
большевизм_NOUN,Bolshevism
повторение_NOUN,repetition
пожертвование_NOUN,donation
сарай_NOUN,barn
препятствовать_VERB,obstruct
шелест_NOUN,rustle
полигон_NOUN,polygon
спорить_VERB,argue
смачивать_VERB,damp
колода_NOUN,deck
учредитель_NOUN,founder
усугублять_VERB,aggravate
царственный_ADJ,regal
скорбный_ADJ,mournful
вокруг_ADV,around
объемный_ADJ,volume
находить_VERB,find
суждение_NOUN,judgment
реабилитация_NOUN,rehabilitation
италия_NOUN,Italy
воплощать_VERB,incarnate
реализовывать_VERB,realize
леша_NOUN,Lesha
тоннель_NOUN,tunnel
сидеть_VERB,sit
волосок_NOUN,hair
лихорадочно_ADV,feverishly
подлец_NOUN,scoundrel
внешний_ADJ,external
функционирование_NOUN,functioning
содержимое_NOUN,content
камчатка_NOUN,Kamchatka
рождественский_ADJ,Christmas
рюмочка_NOUN,glass
вредно_ADV,harmful
сплетня_NOUN,gossip
червь_NOUN,worm
молва_NOUN,rumor
заросль_NOUN,thicket
рысак_NOUN,trotter
жезл_NOUN,wand
порешить_VERB,decide
сильный_ADJ,strong
популярность_NOUN,popularity
ирина_NOUN,Irina
промелькнуть_VERB,flash
манипуляция_NOUN,manipulation
огорчение_NOUN,chagrin
своеобразие_NOUN,uniqueness
химия_NOUN,chemistry
покойный_NOUN,late
свое_PRON,his
шелест_NOUN,rustle
вмешательство_NOUN,intervention
предписание_NOUN,prescription
катя_NOUN,Kate
настойчивый_ADJ,persistent
ограничиваться_VERB,restrict
заинтересовывать_VERB,interest
рубить_VERB,chop
выговаривать_VERB,pronounce
доверчиво_ADV,trustingly
маркс_NOUN,marx
скрипка_NOUN,violin
хмыкнуть_VERB,chuckle
пробивать_VERB,punch
прощальный_ADJ,farewell
тротуар_NOUN,sidewalk
мобилизовать_VERB,mobilize
затруднительный_ADJ,difficult
вытерпеть_VERB,endure
падший_ADJ,fallen
магнит_NOUN,magnet
колоть_VERB,prick
неотложный_ADJ,urgent
неприятность_NOUN,trouble
суждение_NOUN,judgment
архиерей_NOUN,bishop
модуль_NOUN,module
плита_NOUN,plate
поминки_NOUN,funeral
землетрясение_NOUN,earthquake
усиливать_VERB,reinforce
мощный_ADJ,powerful
православие_NOUN,orthodoxy
треск_NOUN,crackle
актер_NOUN,actor
превосходительство_NOUN,excellency
опись_NOUN,inventory
спелый_ADJ,ripe
соперник_NOUN,rival
новосибирский_ADJ,Novosibirsk
небо_NOUN,sky
протестовать_VERB,protest
искренний_ADJ,sincere
беспокоиться_VERB,worry
спорный_ADJ,controversial
дак_NOUN,duck
публично_ADV,publicly
зрение_NOUN,vision
берлинский_ADJ,berlin
утверждение_NOUN,statement
шварц_NOUN,schwartz
пар_NOUN,steam
косматый_ADJ,shaggy
блокнот_NOUN,notebook
страдание_NOUN,suffering
облачко_NOUN,cloud
подделка_NOUN,counterfeit
диктовать_VERB,dictate
уверенность_NOUN,confidence
кустарник_NOUN,bush
лазарет_NOUN,infirmary
кавалерия_NOUN,cavalry
гена_NOUN,gene
эсер_NOUN,SR
латинский_ADJ,Latin
сравнивать_VERB,compare
полина_NOUN,Pauline
председатель_NOUN,chairman
сейф_NOUN,safe
мило_ADV,cute
усваивать_VERB,assimilate
ограниченность_NOUN,limitation
праведник_NOUN,righteous
прут_NOUN,rod
пологий_ADJ,flat
муравейник_NOUN,anthill
подол_NOUN,hem
мантия_NOUN,mantle
предельный_ADJ,ultimate
центр_NOUN,Centre
сообща_ADV,together
обзывать_VERB,call
каменев_NOUN,Kamenev
робкий_ADJ,timid
важный_ADJ,important
молчание_NOUN,silence
войско_NOUN,army
рядовой_ADJ,private
непримиримый_ADJ,irreconcilable
иллюзия_NOUN,illusion
пустыня_NOUN,desert
дача_NOUN,dacha
вещь_NOUN,thing
афганский_ADJ,Afghan
слепота_NOUN,blindness
барьер_NOUN,barrier
равнодушие_NOUN,indifference
чуткий_ADJ,sensitive
пышный_ADJ,lush
сваривать_VERB,weld
наматывать_VERB,reel
ромашка_NOUN,chamomile
лысый_ADJ,bold
ориентировать_VERB,orient
мура_NOUN,mura
трамвайный_ADJ,tram
федоров_NOUN,Fedorov
предпринимательство_NOUN,entrepreneurship
скверно_ADV,badly
круговой_ADJ,circular
комнатный_ADJ,indoor
лыжный_ADJ,ski
догмат_NOUN,dogma
вовлекать_VERB,involve
жилет_NOUN,vest
приписывать_VERB,attribute
пересматривать_VERB,revise
клуб_NOUN,club
значит_ADV,means
воин_NOUN,warrior
придумывать_VERB,invent
подделка_NOUN,counterfeit
экономист_NOUN,economist
условно_ADV,conditionally
стекаться_VERB,flock
домашний_ADJ,home
бор_NOUN,boron
банковский_ADJ,bank
гелий_NOUN,helium
ой_INTJ,Oh
одеколон_NOUN,cologne
значение_NOUN,meaning
двигаться_VERB,move
двойка_NOUN,deuce
испытание_NOUN,trial
коммерческий_ADJ,commercial
повторяться_VERB,repeat
ермаков_NOUN,Yermakov
духовность_NOUN,spirituality
запутанный_ADJ,confused
предписание_NOUN,prescription
устремляться_VERB,rush
поликлиника_NOUN,polyclinic
компьютерный_ADJ,computer
густо_ADV,thick
прочее_PRON,other
целый_ADJ,whole
xiv_NOUN,xiv
выселять_VERB,evict
огорчение_NOUN,chagrin
прием_NOUN,reception
бунтовать_VERB,rebel
демократический_ADJ,democratic
англия_NOUN,England
сражение_NOUN,battle
удовлетворять_VERB,satisfy
пряник_NOUN,gingerbread
функция_NOUN,function
пословица_NOUN,proverb
неудовольствие_NOUN,displeasure
самка_NOUN,female
жирный_ADJ,fatty
баловать_VERB,pamper
отпирать_VERB,unlock
путешествие_NOUN,travel
читаться_VERB,read
рынок_NOUN,market
буйный_ADJ,wild
ванна_NOUN,bath
потащить_VERB,drag
видимо_ADV,apparently
захар_NOUN,male
изречение_NOUN,dictum
подделка_NOUN,counterfeit
роды_NOUN,childbirth
плоскость_NOUN,plane
неволя_NOUN,captivity
нагреваться_VERB,heat
свободный_ADJ,free
арена_NOUN,arena
вверх_ADV,up
враждебно_ADV,hostile
антоний_NOUN,Anthony
трамвай_NOUN,tram
мирской_ADJ,worldly
матросский_ADJ,sailor
потолковать_VERB,talk
хлебников_NOUN,Khlebnikov
дешевый_ADJ,cheap
вектор_NOUN,vector
шурик_NOUN,shura
свидание_NOUN,date
окисление_NOUN,oxidation
галерея_NOUN,gallery
гардероб_NOUN,wardrobe
акт_NOUN,Act
канцелярский_ADJ,clerical
гордеев_NOUN,Gordeev
предмет_NOUN,item
ибо_CCONJ,for
неудобный_ADJ,inconvenient
святитель_NOUN,saint
прослеживать_VERB,trace
развивающийся_ADJ,developing
беспрерывный_ADJ,incessant
ячмень_NOUN,barley
катание_NOUN,skating
премьера_NOUN,premiere
туберкулез_NOUN,tuberculosis
завязываться_VERB,tie
писарь_NOUN,clerk
успокоение_NOUN,sedation
антихрист_NOUN,Antichrist
потерянный_ADJ,Lost
четыре_NUM,four
отказывать_VERB,refuse
гай_NOUN,guy
демократ_NOUN,democrat
любой_DET,any
святыня_NOUN,shrine
воспитание_NOUN,upbringing
дождливый_ADJ,rainy
любоваться_VERB,admire
лимонный_ADJ,citric
нажим_NOUN,pressure
трясти_VERB,shake
груз_NOUN,cargo
появление_NOUN,emergence
пересиливать_VERB,overpower
подмосковье_NOUN,suburbs
рот_NOUN,mouth
ледяной_ADJ,ice
спб_NOUN,SPb
отменный_ADJ,excellent
пытка_NOUN,torture
борозда_NOUN,furrow
акула_NOUN,shark
обвинительный_ADJ,accusatory
жирный_ADJ,fatty
угнетенный_ADJ,depressed
санкция_NOUN,sanction
руководящий_ADJ,governing
злоупотреблять_VERB,abuse
панталоны_NOUN,trousers
ивановна_NOUN,Ivanovna
ермаков_NOUN,Yermakov
дальнейший_ADJ,further
разумение_NOUN,understanding
фарфоровый_ADJ,porcelain
четкий_ADJ,clear
переписка_NOUN,correspondence
бесчисленный_ADJ,countless
захар_NOUN,male
мальчуган_NOUN,boy
составной_ADJ,composite
классовый_ADJ,class
испанец_NOUN,Hispanic
процессия_NOUN,procession
проц_NOUN,percent
щука_NOUN,Pike
психиатрия_NOUN,psychiatry
свидетельство_NOUN,certificate
персия_NOUN,Persia
наставление_NOUN,admonition
михайловский_NOUN,Mikhailovsky
обнадеживать_VERB,reassure
вагнер_NOUN,wagner
ножницы_NOUN,scissors
бунтовать_VERB,rebel
мощный_ADJ,powerful
товарищество_NOUN,partnership
клиент_NOUN,customer
щеголять_VERB,flaunt
кофе_NOUN,coffee
пират_NOUN,pirate
измена_NOUN,treason
напускать_VERB,let
объектив_NOUN,lens
разлучать_VERB,part
полотенце_NOUN,towel
граната_NOUN,grenade
девятый_ADJ,ninth
крылышко_NOUN,winglet
землянка_NOUN,dugout
георгиевский_ADJ,george
предисловие_NOUN,foreword
луна_NOUN,moon
багажник_NOUN,trunk
рыскать_VERB,prowl
раскольник_NOUN,dissenter
известие_NOUN,news
ликвидация_NOUN,liquidation
юбилей_NOUN,anniversary
фартук_NOUN,apron
одиночество_NOUN,loneliness
самец_NOUN,male
привлекательность_NOUN,attractiveness
примирять_VERB,reconcile
расширение_NOUN,extension
поведение_NOUN,behavior
свое_PRON,his
тонкий_ADJ,thin
бомбежка_NOUN,bombing
надобно_ADV,need
закреплять_VERB,anchor
возбужденный_ADJ,excited
потревожить_VERB,disturb
инфекция_NOUN,infection
довезти_VERB,take
набросок_NOUN,sketch
шрам_NOUN,scar
вдохновлять_VERB,inspire
милостыня_NOUN,alms
покрытие_NOUN,coating
испрашивать_VERB,solicit
особенность_NOUN,peculiarity
властный_ADJ,imperious
мыло_NOUN,soap
дистанция_NOUN,distance
воистину_ADV,verily
пух_NOUN,fluff
безнадежность_NOUN,hopelessness
рамка_NOUN,frame
труппа_NOUN,troupe
собака_NOUN,dog
портфель_NOUN,briefcase
горбатый_ADJ,humpbacked
встречаться_VERB,meet
протяжный_ADJ,lingering
радикал_NOUN,radical
приятель_NOUN,Buddy
отчим_NOUN,stepfather
ведомость_NOUN,bill
тотальный_ADJ,total
билет_NOUN,ticket
убедительный_ADJ,convincing
напряженность_NOUN,tension
км_NOUN,km
грозиться_VERB,threaten
бек_NOUN,beck
промежуток_NOUN,gap
лиса_NOUN,Fox
улан_NOUN,lancer
комнатный_ADJ,indoor
бугор_NOUN,bump
истерика_NOUN,hysterics
сертификат_NOUN,certificate
ласточка_NOUN,Martin
нато_NOUN,NATO
здорово_ADV,great
босой_ADJ,barefoot
екатерина_NOUN,Catherine
эпический_ADJ,epic
математика_NOUN,maths
физика_NOUN,physics
соревнование_NOUN,competition
принципиально_ADV,fundamentally
хромой_ADJ,lame
иконостас_NOUN,iconostasis
палка_NOUN,stick
горесть_NOUN,sorrow
участок_NOUN,plot
шампанское_NOUN,champagne
картинка_NOUN,picture
торговец_NOUN,dealer
зло_NOUN,evil
погребение_NOUN,burial
переживание_NOUN,experience
фарфор_NOUN,porcelain
стойкий_ADJ,persistent
совать_VERB,poke
бельгийский_ADJ,Belgian
возмутительный_ADJ,outrageous
шутливый_ADJ,playful
накрывать_VERB,cover
интерьер_NOUN,interior
исступление_NOUN,frenzy
исправляться_VERB,correct
жила_NOUN,lived
сорок_NUM,Fourty
неприятно_ADV,unpleasant
виновный_NOUN,guilty
латвия_NOUN,Latvia
руководящий_ADJ,governing
наземный_ADJ,terrestrial
немного_ADV,Little
хх_NOUN,xx
христос_NOUN,Christ
издержки_NOUN,costs
суетливый_ADJ,fussy
самолет_NOUN,airplane
вельможа_NOUN,nobleman
ястреб_NOUN,hawk
лифт_NOUN,elevator
космос_NOUN,space
реализм_NOUN,realism
вещь_NOUN,thing
открытость_NOUN,openness
капитуляция_NOUN,surrender
лупить_VERB,pound
византийский_ADJ,Byzantine
нелепо_ADV,ridiculous
невзгода_NOUN,adversity
ассоциация_NOUN,association
выпуск_NOUN,release
смутный_ADJ,vague
нечистый_ADJ,unclean
влага_NOUN,moisture
превосходство_NOUN,superiority
раздеваться_VERB,undress
осадок_NOUN,sediment
порадоваться_VERB,rejoice
партийный_ADJ,party
сущность_NOUN,essence
кружить_VERB,circling
авторитет_NOUN,authority
торопливо_ADV,hastily
шерстяной_ADJ,woolen
рузвельт_NOUN,roosevelt
поражение_NOUN,defeat
дымить_VERB,smoke
маркс_NOUN,marx
параллельно_ADV,parallel
обороняться_VERB,defend
заданный_ADJ,given
ход_NOUN,move
психиатр_NOUN,psychiatrist
онемевать_VERB,numb
обманчивый_ADJ,deceptive
рим_NOUN,Rome
забытый_ADJ,forgotten
романтик_NOUN,romantic
солдатский_ADJ,soldier
подкова_NOUN,horseshoe
гражданка_NOUN,citizen
кипеть_VERB,boil
выращивание_NOUN,cultivation
надвигать_VERB,push
раса_NOUN,race
зимний_ADJ,winter
также_ADV,also
спальня_NOUN,bedroom
осень_NOUN,autumn
сибирь_NOUN,Siberia
отстоять_VERB,defend
червь_NOUN,worm
цветочный_ADJ,floral
миллиметр_NOUN,millimeter
хитро_ADV,slyly
славить_VERB,glorify
близость_NOUN,closeness
раскаяние_NOUN,repentance
индивид_NOUN,individual
развод_NOUN,divorce
испытание_NOUN,trial
переделка_NOUN,alteration
ход_NOUN,move
слушаться_VERB,listen
безотчетный_ADJ,unaccountable
инициатор_NOUN,initiator
удручать_VERB,depress
задевать_VERB,hurt
кофточка_NOUN,blouse
глубина_NOUN,depth
митинг_NOUN,rally
международный_ADJ,international
счесть_VERB,count
подать_NOUN,submit
синева_NOUN,blueness
вторичный_ADJ,secondary
институтский_ADJ,institute
документация_NOUN,documentation
штука_NOUN,thing
племя_NOUN,tribe
почерпать_VERB,glean
причал_NOUN,pier
струшивать_VERB,crumble
пища_NOUN,food
шаткий_ADJ,shaky
мишель_NOUN,michelle
тема_NOUN,theme
октябрь_NOUN,October
похожий_ADJ,similar
космический_ADJ,space
подпись_NOUN,signature
поминки_NOUN,funeral
перебивать_VERB,interrupt
ежели_CCONJ,if
социолог_NOUN,sociologist
наслаждение_NOUN,pleasure
феодальный_ADJ,feudal
свежий_ADJ,fresh
второстепенный_ADJ,secondary
тоскливый_ADJ,dreary
соборный_ADJ,cathedral
рваный_ADJ,ragged
мэр_NOUN,mayor
исключать_VERB,exclude
запросто_ADV,easily
разбавлять_VERB,dilute
молчаливо_ADV,silently
скорпион_NOUN,Scorpion
расставаться_VERB,part
ледокол_NOUN,icebreaker
вернуться_VERB,return
совпадать_VERB,coincide
данила_NOUN,Danila
штука_NOUN,thing
очищаться_VERB,cleanse
нарочито_ADV,deliberately
мобилизация_NOUN,mobilization
почуять_VERB,smell
оговаривать_VERB,stipulate
декорация_NOUN,decoration
светящийся_ADJ,luminous
широкий_ADJ,wide
развертываться_VERB,deploy
приготовление_NOUN,cooking
пожалуйста_PART,please
психология_NOUN,psychology
вертеть_VERB,twirl
развивать_VERB,develop
припасы_NOUN,supplies
теленок_NOUN,calf
рыдать_VERB,weep
пробормотать_VERB,mumble
вверх_ADV,up
сильный_ADJ,strong
полететь_VERB,fly
броня_NOUN,armor
крюк_NOUN,hook
добавлять_VERB,add
опасаться_VERB,fear
визит_NOUN,visit
массовый_ADJ,mass
передатчик_NOUN,transmitter
блок_NOUN,block
папенька_NOUN,daddy
артиллерийский_ADJ,artillery
пересылать_VERB,forward
колька_NOUN,ring
память_NOUN,memory
мыс_NOUN,cape
растение_NOUN,plant
